timestamp,logs,magic_logs,yew_logs,maple_logs,willow_logs,oak_logs
1615924800,77,1000,231,9,17,56
1616011200,75,1004,234,9,17,55
1616097600,73,1008,238,10,17,53
1616184000,70,1008,236,10,16,51
1616270400,68,1007,239,10,17,49
1616356800,68,1007,237,10,17,49
1616443200,65,1013,236,9,17,47
1616529600,64,1028,240,9,17,47
1616616000,62,1035,241,10,17,45
1616702400,63,1040,242,10,17,44
1616788800,64,1031,241,10,17,42
1616875200,64,1027,239,10,17,45
1616961600,64,1013,233,10,17,45
1617048000,62,1010,235,10,17,48
1617134400,62,1019,236,9,17,49
1617220800,62,1030,236,9,17,49
1617307200,61,1046,235,9,17,48
1617393600,60,1043,236,10,17,49
1617480000,58,1026,234,9,17,51
1617566400,56,1016,231,9,17,52
1617652800,54,1016,229,9,17,55
1617739200,52,1016,228,10,17,55
1617825600,51,1018,221,10,17,57
1617912000,48,1018,222,10,17,56
1617998400,45,1011,225,10,18,56
1618088400,42,1006,224,10,18,56
1618171200,40,998,223,10,18,54
1618261200,38,999,226,10,18,53
1618347600,36,1004,226,10,19,54
1618430400,36,1002,224,10,20,54
1618516800,36,1002,224,10,20,54
1618603200,38,993,222,11,19,58
1618689600,39,992,221,10,19,60
1618776000,38,989,217,10,19,63
1618862400,39,991,212,10,19,66
1618948800,41,993,214,10,19,69
1619035200,41,995,218,11,19,69
1619121600,41,999,219,11,19,66
1619208000,40,1002,222,11,19,63
1619316000,40,996,218,11,19,62
1619380800,40,991,217,11,19,61
1619467200,41,998,223,11,19,61
1619553600,43,1017,229,11,19,59
1619640000,44,1042,235,11,19,59
1619726400,44,1041,237,11,19,57
1619823600,44,1032,236,11,19,57
1619899200,44,1032,236,11,19,57
1619989200,46,1004,230,11,19,61
1620072000,46,1004,230,11,19,61
1620158400,52,1014,224,11,19,69
1620244800,53,1012,218,11,19,72
1620331200,53,1027,222,12,19,74
1620417600,54,1025,231,13,19,75
1620504000,54,1025,231,13,19,75
1620590400,55,1032,234,15,19,75
1620676800,55,1037,238,14,19,76
1620763200,56,1044,243,14,19,77
1620849600,57,1030,240,14,19,74
1620936000,55,1018,242,14,19,74
1621022400,52,1016,241,14,19,72
1621108800,49,1017,238,14,19,74
1621195200,46,1010,238,14,19,75
1621281600,46,1010,238,14,19,75
1621368000,40,1023,235,15,19,73
1621454400,39,1023,234,14,19,71
1621540800,38,1027,232,14,19,71
1621627200,37,1025,232,14,19,73
1621713600,36,1020,230,15,19,75
1621800000,36,1009,234,15,19,74
1621886400,37,1004,243,14,19,75
1621972800,37,997,248,14,19,78
1622059200,35,999,247,14,19,78
1622145600,35,1003,247,14,19,78
1622232000,36,1003,247,14,19,78
1622318400,37,995,253,14,19,78
1631563200,60,963,215,9,20,59
1631995200,67,956,215,9,19,66
1632427200,61,966,216,9,19,65
1632513600,60,970,216,9,19,62
1633032000,53,971,213,9,19,52
1633118400,52,965,212,9,19,53
1633204800,51,965,210,9,18,55
1633291200,50,960,206,9,18,56
1633550400,49,961,201,9,18,55
1633723200,49,968,206,9,18,55
1633896000,49,974,207,9,18,54
1633982400,49,969,206,9,18,54
1634414400,50,991,204,9,18,51
1634500800,51,982,204,9,18,52
1635192000,57,978,214,9,18,52
1635278400,57,996,218,9,19,55
1635364800,56,999,219,9,19,56
1635451200,56,998,218,9,18,56
1635537600,55,1002,217,9,18,56
1635710400,52,992,212,9,18,57
1635969600,56,1006,217,9,19,60
1636056000,58,1010,218,8,19,61
1636491600,58,1010,212,8,19,66
1636664400,54,1011,215,8,19,62
1636923600,54,998,214,8,19,60
1637010000,54,998,216,8,19,60
1637096400,55,1003,219,8,19,60
1637535600,62,993,218,9,19,59
1637614800,63,1000,214,9,19,59
1637701200,63,1003,214,9,19,59
1638478800,58,1008,207,9,18,59
1638651600,54,997,207,9,18,58
1638738000,53,995,206,9,18,58
1638824400,52,997,204,9,18,57
1639256400,51,993,202,9,18,58
1639429200,52,972,203,9,18,60
1639515600,52,983,203,9,18,61
1639774800,53,991,200,9,18,58
1639861200,52,981,201,9,18,57
1640466000,51,978,203,9,18,53
1640552400,52,973,204,9,18,53
1641160800,44,998,206,9,18,56
1641330000,42,1020,206,9,18,55
1641416400,42,1003,205,9,18,56
1641762000,39,976,190,9,20,60
1642194000,40,989,200,9,18,63
1642366800,38,984,194,9,18,57
1642712400,40,1004,195,9,18,55
1642885200,41,997,194,9,18,60
1643058000,42,993,192,9,18,57
