timestamp,runecrafting,magic,fletching,woodcutting,firemaking,construction,farming,herblore,thieving,mining,smithing
1673265600,130465538,305531640,130652932,161102392,128256785,98451331,198945414,116789675,180239844,132548264,137097706
1673352000,132865045,256113590,118402769,151226822,129399524,86212443,190651825,113065057,126115317,135250723,121929437
1673438400,129417698,253362492,121423680,139713902,120733880,88829244,190833185,102408079,141530343,136517533,119900042
1673524800,99508339,303932628,93268246,109958863,102571737,54805428,165538508,95036047,243128838,111228951,90501784
1673611200,111245391,311971017,95989914,131704874,110818505,75852687,179401548,100664942,164129011,118148730,122010638
1673697600,120384857,308444651,98491926,135340502,117785394,114424150,175255842,98317698,151094887,123009781,116560191
1673784000,130730349,328161871,108714541,139468367,143672017,111224185,192011427,146582198,171553812,132653480,120461560
1673870400,130155116,344701015,128633782,141747075,140250481,113295486,210461775,127611269,204509668,136583743,127804810
1673956800,125606401,299322267,106562285,140017770,116624959,107958863,196917125,111877621,193377813,136728482,122404090
1674043200,124150927,276586948,110697611,140246635,125926978,97000762,205961549,104749538,198818539,138729316,108177379
1674129600,117984055,261545602,112027062,137911131,126248913,79618687,195304191,104806824,155340612,136925281,99056947
1674216000,120990509,274854514,104928733,141754620,125114256,91741755,191614025,102316141,168279228,141550630,132385511
1674302400,115896101,293965449,110459195,138700923,128670109,89669449,198680026,109203353,162355559,141897421,118515377
1674388800,133155540,323294983,111824769,141362592,163056446,113552275,198863190,129877280,174774619,142396342,118708346
1674475200,140156837,324146485,126832875,160913613,177435332,114400553,219949310,127867976,208483449,151913620,120786029
1674561600,131428306,281066893,116471487,162014434,135005237,112800752,203963397,101403166,150129875,150395918,103242743
1674648000,125458511,285277280,125452545,154600216,136139115,107452167,211802418,105786944,181059426,138571692,118133563
1674734400,114532833,284248452,98138327,134339032,123385729,101585327,188889280,103833175,169092500,140926341,116986235
1674820800,122182477,277095745,129947182,153942709,119118351,89159104,196189000,93086026,156707671,148870460,114651863
1674907200,121897418,302269047,100526172,148417371,123889056,105813495,200790928,100765554,168258954,149548744,126498789
1674993600,126245055,336080062,113977603,143324998,147009441,131005937,215637945,118784271,193475160,155603965,134278231
1675080000,127279532,350512940,125102703,147975837,138252270,133490459,222719235,129637284,195504985,166972786,148448226
1675166400,117991145,279909493,107620980,143752499,120444397,98776399,196712824,105806696,174976097,146899229,122847692
1675252800,118256547,277247090,138626298,148719608,120382807,118156844,201932289,98866237,151673333,140647646,119574601
1675339200,122392057,277807841,107262987,143859922,136108797,100523602,191417399,105744204,159287715,154709747,118407641
1675425600,112858511,291711667,109405719,147284776,110796948,89743772,193365467,114719390,144054899,147076732,127511667
1675512000,123700573,315269196,110988385,156139359,119974245,95501392,192661220,113499597,152246886,142134083,124596584
