timestamp,avgHighPrice,avgLowPrice,highPriceVolume,lowPriceVolume
1664452800,650,638,1117952,1597252
1664539200,678,664,1162444,1514086
1664625600,684,673,1265796,1619310
1664712000,648,634,1428117,1058904
1664798400,649,635,1467999,1259063
1664884800,640,628,1590828,1374491
1664971200,635,624,1217187,1469022
1665057600,630,617,1498738,1498256
1665144000,619,608,1264320,1363588
1665230400,609,597,1719096,1341895
1665316800,613,603,1466476,1219550
1665403200,622,610,1310277,1341168
1665489600,621,614,1040205,1476067
1665576000,641,629,1400281,1600622
1665662400,639,630,1485629,1282940
1665748800,630,619,1479018,1463766
1665835200,637,630,1268448,1420952
1665921600,641,631,1725131,1748960
1666008000,658,648,1408702,1686186
1666094400,669,657,1307019,1632821
1666180800,687,675,1085469,1391940
1666267200,694,683,849040,1548309
1666353600,705,696,1144537,1576857
1666440000,707,697,1090928,1363255
1666526400,702,688,1206855,1240427
1666612800,699,694,998000,1421028
1666699200,715,705,1066937,1515095
1666785600,710,701,1054632,1415225
1666872000,708,700,1047380,1456600
1666958400,685,671,1437613,1202719
1667044800,659,641,1658312,1133408
1667131200,659,647,1367148,1466450
1667217600,656,650,1128226,1326736
1667304000,658,651,981239,1518616
1667390400,660,652,1046907,1429313
1667476800,674,663,1234295,1509113
1667563200,685,674,1098039,1382449
1667649600,675,668,1229637,1544250
1667736000,690,682,1380696,1523868
1667822400,697,692,949811,1770525
1667908800,709,702,823657,1475244
1667995200,701,696,957694,1486252
1668081600,711,706,901523,1297239
1668168000,710,703,1028405,1326178
1668254400,689,679,1124357,1317962
1668340800,675,665,1292651,1511721
1668427200,658,650,1620965,1284921
1668513600,646,637,1313011,1301254
1668600000,648,643,1138066,1431442
1668686400,664,657,1029445,1498954
1668772800,686,676,838923,1524623
1668859200,692,683,1188986,1570860
1668945600,694,687,1141818,1682802
1669032000,699,693,921894,1420614
1669204800,1062,1054,1068989,1875720
1669291200,729,721,839903,1419667
1669377600,722,714,800736,1111799
1669464000,707,697,1529431,1192273
1669550400,694,685,1436172,1237480
1669636800,709,700,1100026,1265274
1669723200,717,709,997912,1331994
1669896000,725,719,951051,1317331
1669982400,725,718,1131184,1148118
1670068800,730,721,1161856,1354422
1670155200,709,696,1463417,1291740
1670241600,696,684,1134925,1188078
1670328000,696,686,1268987,1242242
1670414400,680,671,1405628,1208317
1670500800,693,683,1061882,1302105
1670587200,683,672,1316672,1088595
1670760000,695,690,1067132,1628396
1670846400,692,684,1215899,1291443
1670932800,710,700,1112841,1506194
1671019200,710,703,913048,1517396
1671105600,731,721,1010021,1453044
1671192000,734,724,825596,1712148
1671278400,721,713,1339487,1360014
1671364800,690,681,1481583,1078244
1671451200,699,692,1645927,1390821
1671537600,696,687,757999,992536
1671624000,686,673,1401698,1318024
1671710400,666,656,1249398,1153675
1671796800,662,654,1498094,1352367
1671883200,654,647,1408800,1309049
1671969600,674,666,1083500,1518586
1672056000,673,665,1214789,1475085
1672142400,684,676,1397988,1635473
1672228800,688,683,1439690,1413248
1672315200,695,689,1226576,1469473
1672401600,712,705,1335718,1787342
1672488000,731,725,1259931,1720728
1672574400,779,766,949306,1423006
1672660800,784,779,1159744,1904076
1672747200,763,757,1542774,1533729
1672833600,732,722,1502134,1097258
1672920000,703,692,1637457,1200154
1673006400,699,686,1625705,1918425
1673092800,681,672,1637908,1319401
1673179200,675,666,1675481,1720665
1673265600,674,667,1304176,1746246
1673352000,664,653,1761818,1296855
1673438400,688,680,1123432,1743422
1673524800,684,673,1201116,1654664
1673611200,650,638,1621792,1195690
1673697600,644,637,1409401,1389407
1673784000,644,637,1376323,1611522
1673870400,649,642,1047262,1349486
1673956800,664,655,1226025,1229380
1674043200,673,665,1537990,1530228
1674129600,692,682,1266407,1618897
1674216000,712,702,1328411,1629845
1674302400,715,711,1670776,1784100
1674388800,709,701,1744928,1686556
1674475200,711,700,1490593,1548089
1674561600,713,705,1074512,1131816
1674648000,701,693,1462103,1361269
1674734400,686,678,1076628,1239246
1674820800,686,678,1354622,1456359
1674907200,668,662,1390214,1369541
1674993600,661,652,1520608,1720461
1675080000,671,663,1545752,1770643
1675166400,680,671,1315953,1688417
1675252800,685,678,1537118,1620396
1675339200,690,684,1440428,1416492
1675425600,681,673,1749620,1533609
1675512000,674,664,1939045,1569316
