timestamp,avgHighPrice,avgLowPrice,highPriceVolume,lowPriceVolume
1664452800,141,132,232159,436993
1664539200,149,135,224070,558820
1664625600,134,128,235131,422142
1664712000,141,130,331152,633458
1664798400,135,129,325765,380831
1664884800,145,136,314913,349763
1664971200,155,140,225167,519187
1665057600,145,138,211272,290360
1665144000,146,138,165118,349117
1665230400,150,139,272138,444403
1665316800,146,137,274056,552467
1665403200,142,134,293679,309247
1665489600,142,138,226798,274628
1665576000,140,135,133837,298710
1665662400,138,135,287819,469266
1665748800,145,140,209679,444593
1665835200,150,141,249154,497727
1665921600,161,151,344532,448602
1666008000,171,156,217355,619571
1666094400,157,151,234665,385582
1666180800,149,147,181523,265832
1666267200,155,149,124798,368878
1666353600,146,141,215941,405478
1666440000,150,143,151188,326425
1666526400,139,138,246141,339515
1666612800,127,131,188482,527541
1666699200,141,137,175831,447728
1666785600,150,143,150298,440679
1666872000,167,154,277524,555572
1666958400,209,180,170462,551757
1667044800,165,159,156790,543381
1667131200,160,155,184903,423880
1667217600,160,155,203848,492283
1667304000,165,157,143241,453810
1667390400,161,156,120691,370561
1667476800,163,158,133695,392540
1667563200,165,160,157583,555315
1667649600,160,158,166535,437178
1667736000,158,154,151088,424021
1667822400,152,147,174699,413319
1667908800,141,137,169685,392953
1667995200,138,136,178115,303104
1668081600,147,142,280924,392205
1668168000,134,133,234949,432085
1668254400,135,132,206197,437438
1668340800,134,129,250175,543652
1668427200,133,130,237829,433387
1668513600,138,133,291466,420951
1668600000,140,134,171301,460459
1668686400,141,137,130472,335076
1668772800,138,137,153066,429506
1668859200,146,142,352986,544794
1668945600,164,159,366965,838351
1669032000,159,154,299148,482674
1669204800,244,231,360079,645515
1669291200,171,165,386380,446638
1669377600,181,177,265480,342291
1669464000,188,184,207847,685467
1669550400,192,183,200023,525504
1669636800,177,173,292251,352503
1669723200,157,154,309830,610258
1669896000,147,142,314133,486855
1669982400,150,143,201463,410430
1670068800,152,147,325784,515342
1670155200,152,147,321808,527435
1670241600,160,150,194188,437452
1670328000,158,152,142249,308214
1670414400,150,147,179275,422674
1670500800,144,141,195108,524683
1670587200,144,141,214976,504074
1670760000,149,144,271152,553573
1670846400,147,144,333438,625384
1670932800,148,143,176579,510254
1671019200,152,144,206719,492737
1671105600,152,147,208840,516474
1671192000,152,149,313549,508032
1671278400,155,150,246405,385712
1671364800,158,151,397997,596669
1671451200,158,149,304485,608260
1671537600,158,151,213510,270029
1671624000,158,153,324535,447775
1671710400,160,158,279140,364114
1671796800,160,156,274518,488628
1671883200,161,156,197393,456567
1671969600,161,157,317123,349509
1672056000,166,162,185159,593699
1672142400,160,157,281220,394802
1672228800,163,159,215548,454676
1672315200,164,158,221793,448499
