timestamp,marigold_seed,rosemary_seed,nasturtium_seed,woad_seed,limpwurt_seed,redberry_seed,cadavaberry_seed,dwellberry_seed,jangerberry_seed,whiteberry_seed,poison_ivy_seed,cactus_seed,belladonna_seed,mushroom_spore,apple_tree_seed,banana_tree_seed,orange_tree_seed,curry_tree_seed,pineapple_seed,papaya_tree_seed,palm_tree_seed,calquat_tree_seed,guam_seed,marrentill_seed,tarromin_seed,harralander_seed,ranarr_seed,toadflax_seed,irit_seed,avantoe_seed,kwuarm_seed,snapdragon_seed,cadantine_seed,lantadyme_seed,dwarf_weed_seed,torstol_seed,barley_seed,jute_seed,hammerstone_seed,asgarnian_seed,yanillian_seed,krandorian_seed,wildblood_seed,acorn,willow_seed,maple_seed,yew_seed,magic_seed,potato_seed,onion_seed,sweetcorn_seed,watermelon_seed,tomato_seed,strawberry_seed,cabbage_seed
1620763200,6,1,1,3,20,1,2,3,8,13,8,127,109,250,2,4,6,5,45,555,23464,177,5,4,5,21,38744,791,41,249,73,53200,268,307,47,48777,3,2,1,3,6,3,86,17,700,18888,49673,111826,1,1,4,11,2,3,1
1620849600,23,1,1,2,58,2,3,6,3,1,17,82,158,131,2,1,1,4,65,480,25079,74,3,3,8,29,39668,780,42,255,65,53715,317,258,7,51571,2,2,1,3,6,6,79,16,748,19089,48185,113188,1,1,3,34,10,1,1
1620936000,1,1,1,2,19,1,2,1,2,22,14,60,79,153,2,1,0,3,60,610,25796,74,5,3,16,32,40009,914,100,233,53,55342,275,281,60,51718,2,2,1,2,6,1,79,23,711,18230,48172,115976,1,1,1,33,1,2,1
1621022400,1,1,1,3,9,1,,9,,5,29,76,88,69,44,1,1,5,63,594,26518,71,1,1,,33,40411,957,34,298,44,54821,380,332,50,52359,2,2,6,3,4,3,64,25,652,18320,47750,115750,1,1,2,9,1,2,1
1621108800,1,1,1,1,10,1,2,3,2,2,26,14,59,88,3,2,2,1,37,,25950,79,4,1,4,23,39685,763,37,178,62,53166,130,250,47,51448,2,2,3,2,17,6,59,26,689,17512,47396,114466,1,1,3,14,1,1,1
1621195200,2,1,1,,17,3,2,3,2,2,29,39,166,210,40,1,2,1,60,667,23509,121,6,5,14,65,39236,808,33,258,39,53068,331,264,72,50062,3,3,3,3,6,5,67,27,860,17759,46112,112921,1,1,3,14,3,6,1
1621281600,2,1,1,,17,3,2,3,2,2,29,39,166,210,40,1,2,1,60,667,23509,121,6,5,14,65,39236,808,33,258,39,53068,331,264,72,50062,3,3,3,3,6,5,67,27,860,17759,46112,112921,1,1,3,14,3,6,1
1621368000,1,1,1,16,17,2,6,3,2,14,40,83,90,97,7,2,4,2,43,778,26144,192,4,1,13,21,37664,944,37,236,66,52171,102,293,71,50911,2,2,2,3,6,6,55,43,797,17845,47089,114658,1,1,2,15,2,9,1
1621454400,1,1,1,4,16,1,,4,1,28,49,118,76,300,41,3,11,,49,780,26148,134,2,4,9,,36991,916,37,229,57,53291,274,297,72,56376,9,3,3,5,12,6,54,29,723,19563,49295,123848,1,1,2,12,2,7,1
1631563200,2,1,1,1,19,1,3,1,1,4,9,40,50,152,5,6,7,2,62,2741,38045,163,12,7,4,18,45630,1771,62,230,255,56202,513,492,670,49604,3,4,3,3,3,3,165,27,462,18944,61016,159727,1,1,5,22,1,1,1
1631995200,1,1,1,10,13,1,1,1,1,21,1,111,35,78,2,77,7,2,29,2324,33107,185,10,4,94,35,45451,1868,67,282,374,56523,659,718,419,50164,4,5,5,4,4,,163,33,458,19818,60255,156114,1,1,2,13,1,2,1
1632427200,7,14,1,,18,1,3,3,1,,35,42,35,149,4,1,4,5,34,2350,,115,10,6,,31,43640,1816,35,256,391,55152,682,578,314,50022,4,4,7,4,12,5,108,35,397,20911,61183,154998,1,3,4,12,2,2,1
1632513600,6,,1,,22,1,,3,18,3,34,40,50,173,6,6,5,5,36,2511,33212,111,11,6,51,50,43546,1851,33,264,264,55262,670,542,294,49214,3,5,2,3,4,4,120,48,553,21000,61175,153163,1,1,9,13,1,2,2
1633032000,1,,1,5,19,1,5,3,2,45,10,37,200,74,47,14,7,9,64,2393,32691,112,40,7,83,24,44150,1888,43,344,281,54022,647,524,310,50325,6,6,4,4,15,7,111,32,600,18746,66420,156097,1,1,5,19,2,3,2
1633118400,1,0,0,3,15,1,3,1,2,,13,41,65,105,5,6,8,5,36,2600,33085,166,9,5,9,46,43669,1791,50,360,280,54022,636,455,447,49347,5,4,5,4,5,2,89,34,609,19056,65657,159771,1,1,2,15,1,5,3
1633204800,8,5,1,,15,1,3,4,2,1,29,176,186,172,5,7,3,5,32,2332,32215,169,10,8,9,42,43156,1801,34,247,297,53255,637,648,387,49172,4,4,3,4,20,3,101,35,506,18778,62282,156463,1,1,4,18,13,3,3
1633291200,8,1,1,5,20,3,,8,1,24,13,46,81,91,29,6,10,5,29,2170,31141,163,9,8,8,26,42752,1729,89,210,153,52515,717,531,359,48627,5,4,6,5,6,20,88,19,409,17780,59871,154348,1,1,2,11,3,2,3
1633550400,2,4,1,10,18,,,13,10,23,8,49,40,64,6,6,8,5,22,2211,27281,172,7,8,7,48,41366,1749,,266,264,53354,594,538,302,47733,4,5,3,1,10,6,87,23,446,18683,50978,135642,1,1,3,4,,3,1
1633723200,3,2,1,7,18,2,,4,2,3,7,139,37,83,6,5,8,5,50,2060,29737,151,7,5,6,28,40839,1802,68,267,344,53289,673,495,497,48998,4,5,3,4,13,6,117,32,445,18101,52688,144800,1,1,4,25,2,7,2
1633896000,3,1,1,4,16,1,,3,1,2,45,44,39,73,5,6,8,3,29,2027,30532,163,8,6,1,21,38137,1379,10,176,197,51732,638,467,403,48624,2,5,3,4,5,2,71,30,476,18420,53621,148673,1,1,6,9,2,4,1
1633982400,3,1,1,,12,,3,3,7,,9,38,50,78,4,70,5,5,55,1999,30380,103,2,5,,35,37782,1559,33,243,197,52297,612,390,297,48871,4,4,2,5,4,12,72,32,478,18617,55706,149260,1,1,10,16,4,4,1
1634414400,7,1,3,,12,1,3,3,,45,11,40,115,56,1,4,11,2,54,2000,30414,,16,6,8,28,38802,1791,90,210,166,48976,546,497,328,48230,5,4,3,4,6,,75,28,688,19588,56439,142397,1,1,20,13,6,5,7
1634500800,5,3,1,4,16,1,,,1,45,45,190,1,58,1,8,8,1,30,1909,30020,171,32,6,28,18,39205,1783,34,202,187,49083,605,516,455,48405,5,4,4,4,7,6,74,29,,20859,58576,142093,1,1,25,14,2,4,5
1635192000,3,1,1,4,36,0,3,21,2,4,3,383,190,66,5,5,7,1,57,2095,36613,202,1,5,10,27,45488,2992,39,309,207,54387,918,162,468,51198,1,5,5,5,10,7,100,33,272,19553,65815,166574,1,1,7,23,3,4,2
1635278400,4,27,3,,19,1,3,3,,3,8,53,197,56,2,3,8,1,41,2145,38000,186,4,2,13,28,46557,2542,85,377,361,54004,834,575,745,59444,3,4,5,5,10,3,69,32,476,19910,64483,169803,1,1,3,22,1,2,1
1635364800,3,1,1,4,21,,467,3,3,12,2,71,191,54,4,1,6,1,38,2749,39940,189,7,3,,24,46450,2685,40,375,491,54246,1586,1000,652,55569,5,5,4,4,13,5,98,28,467,20128,64791,170516,1,1,3,31,2,6,2
1635451200,4,1,2,3,40,1,8,9,5,,120,55,200,53,3,3,7,1,38,2657,41593,196,7,4,48,49,46025,2665,82,645,202,54666,699,1149,527,53164,8,5,4,5,19,4,113,34,626,20227,64625,175987,1,1,2,20,3,4,2
1635537600,8,,2,10,19,11,126,3,780,,110,133,170,139,3,4,7,1,67,2642,44079,188,7,4,,27,44885,2917,43,606,479,54211,1049,816,464,51906,6,6,5,5,8,6,113,32,468,20278,62068,177249,1,1,13,52,6,4,2
1635710400,2,1,1,10,38,4,3,72,1,,50,93,106,65,23,16,7,1,37,2992,46148,193,7,5,,19,43643,3076,44,664,490,51169,1000,651,490,49203,7,5,5,5,4,9,98,28,468,19273,61836,182195,1,1,2,12,2,2,2
1635969600,5,2,1,,46,1,3,3,5,3,35,382,48,67,3,9,3,2,41,2950,44334,194,32,4,10,56,44824,3276,36,679,377,49948,1597,1102,862,50180,3,5,4,3,6,4,98,32,608,19172,56316,171525,1,1,5,32,2,7,3
1636056000,3,1,24,4,26,1,61,2,9,1,,34,53,58,3,5,3,15,42,2809,42866,188,20,6,6,22,44019,3093,49,398,284,49511,1511,1232,457,50234,3,4,2,4,3,4,99,33,717,18485,54330,170865,1,1,2,24,1,5,2
1636491600,3,26,1,9,21,4,,,1,4,1,32,43,45,5,5,6,5,,2786,38990,177,22,5,29,18,41419,3368,25,600,258,51797,934,758,993,47245,4,5,4,4,9,8,103,30,562,18600,51081,153976,1,1,3,43,2,8,1
1636664400,5,2,9,,16,3,7,,10,20,27,1,59,55,5,5,5,14,,2721,39988,137,,4,19,57,42626,3047,34,868,276,52586,1094,877,898,49334,5,2,5,5,16,,98,29,606,19015,51363,152940,1,1,4,50,4,3,3
1636923600,2,13,6,9,15,,7,4,7,7,41,140,78,61,87,6,6,5,22,2899,38724,181,32,9,10,90,43125,2430,33,1023,309,51720,890,948,787,48974,6,5,5,5,22,6,104,32,471,20048,53428,147053,1,1,13,48,3,10,2
1637010000,3,3,1,6,37,6,5,4,2,11,12,56,153,51,5,6,6,6,43,2905,37415,174,7,5,8,101,44539,2507,34,977,288,50775,913,688,713,48609,5,3,4,3,14,,127,28,439,19871,51583,142131,1,1,12,12,2,5,3
1637096400,2,1,2,,18,1,5,4,2,44,71,298,57,139,6,5,5,6,99,2777,37727,160,18,,29,87,45316,2637,35,994,800,52649,980,739,898,49563,7,7,4,5,7,,190,26,568,20183,51838,141105,2,2,3,13,3,7,2
1637535600,4,2,2,,21,2,5,4,1,34,17,3,140,139,2,6,6,12,154,2927,41513,104,8,6,,24,42015,2988,36,627,307,52608,1025,840,1236,48357,6,4,4,5,7,,141,28,575,18725,51731,136363,1,1,3,30,2,2,1
1637614800,4,14,2,13,17,3,5,4,7,22,77,52,50,139,5,5,5,11,,2915,40863,,7,6,24,26,42558,2966,32,634,281,53420,1060,490,858,49520,5,5,6,4,12,23,192,34,593,19276,51941,136154,1,1,5,60,2,4,1
1637701200,5,3,2,,13,4,5,,7,44,106,58,52,133,5,5,5,14,56,,40507,,8,7,12,23,42007,2993,31,629,279,53534,1020,784,1116,49619,4,5,4,5,13,6,227,31,584,18919,51608,136395,1,1,14,49,6,9,1
1638478800,1,1,1,,15,1,4,1,11,2,27,109,62,113,5,5,6,5,,2711,45105,121,1,4,11,1,44140,3370,32,567,305,52805,1956,840,751,51515,5,5,5,5,17,,187,26,462,19304,55851,134650,1,1,3,25,2,2,2
