timestamp,runecraft,magic,fletching,woodcutting,firemaking,construction,farming,herblore,thieving,mining,smithing
1609609863.0883152,50800.34500364697,115423.2307116105,113753.44017094017,69792.29351032448,63544.46423135464,47844.90850202429,88613.69935691319,71484.79584775087,51470.38213762811,48303.040396881646,72564.85195797517
1609610144.8140807,51945.82771260997,115734.1280120482,113355.86494252873,70240.43088235294,64016.89655172414,45559.5784789644,86584.05658852062,71535.59310344828,53363.85577630611,47913.01416430595,71977.79556412729
